age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
25,Doctor,14444.875,1,4,11,5,1221.67,37.74,29.1,No,31.79,70.05,Low_spent_Large_value_payments,308.03,2
25,Doctor,14444.875,1,4,11,5,1221.67,36.24,29.3,No,31.79,15.19,High_spent_Medium_value_payments,342.89,2
25,Doctor,14444.875,1,4,11,5,1221.67,37.82,29.4,No,31.79,36.29,Low_spent_Medium_value_payments,351.79,2
18,Manager,57544.23,9,5,30,41,4368.6,27.32,12.5,Yes,175.34,168.33,Low_spent_Small_value_payments,413.57,0
18,Manager,57544.23,9,5,30,41,4368.6,38.16,12.7,Yes,175.34,210.35,Low_spent_Small_value_payments,371.54,0
18,Manager,57544.23,9,5,30,41,4368.6,29.95,12.9,Yes,175.34,128.44,Low_spent_Medium_value_payments,443.45,0
25,Entrepreneur,71479.6,1,3,8,11,519.66,37.64,28.5,No,184.03,72.1,High_spent_Large_value_payments,602.34,0
25,Entrepreneur,71479.6,1,3,8,11,519.66,30.51,28.7,No,184.03,240.36,High_spent_Medium_value_payments,444.08,1
26,Entrepreneur,71479.6,1,3,8,11,519.66,36.18,28.1,No,184.03,169.11,High_spent_Medium_value_payments,515.33,0
20,Engineer,59986.0,2,2,1,8,275.56,27.73,20.7,No,40.24,350.73,Low_spent_Small_value_payments,379.11,2
27,Architect,15843.23,8,6,17,10,1506.54,32.19,13.8,Yes,57.91,166.38,Low_spent_Small_value_payments,217.74,1
28,Architect,15843.23,8,6,17,10,1506.54,28.63,13.1,Yes,100.02,148.67,Low_spent_Small_value_payments,235.45,1
28,Architect,15843.23,8,6,17,10,1506.54,25.06,13.11,Yes,100.02,178.17,Low_spent_Small_value_payments,205.94,1
28,Architect,15843.23,8,6,17,10,1506.54,29.22,14.1,Yes,100.02,102.34,High_spent_Small_value_payments,251.77,2
28,Architect,15843.23,8,6,17,9,1506.54,37.48,14.3,Yes,100.02,48.77,High_spent_Medium_value_payments,295.35,1
44,Lawyer,28300.37,5,5,9,10,1489.2,24.0,17.1,No,52.01,63.18,High_spent_Medium_value_payments,342.64,2
44,Lawyer,28300.37,5,5,9,20,1489.2,37.12,17.2,No,52.01,257.21,Low_spent_Small_value_payments,188.62,2
44,Lawyer,28300.37,5,5,9,15,1489.2,34.66,17.3,No,52.01,45.82,High_spent_Small_value_payments,370.01,2
44,Lawyer,28300.37,5,5,9,15,1489.2,31.6,17.5,No,52.01,184.27,Low_spent_Large_value_payments,241.56,2
29,Journalist,25347.26,6,5,20,1,1032.75,28.9,19.4,No,11.64,91.87,Low_spent_Medium_value_payments,383.72,1
29,Journalist,25347.26,6,5,20,5,1032.75,36.46,19.5,No,11.64,84.65,High_spent_Medium_value_payments,360.94,1
30,Journalist,25347.26,6,5,20,5,1032.75,29.3,19.7,No,11.64,94.91,Low_spent_Large_value_payments,370.67,1
30,Journalist,25347.26,6,5,20,2,1032.75,23.3,19.8,No,11.64,79.36,Low_spent_Small_value_payments,406.23,1
30,Journalist,25347.26,6,5,20,1,1032.75,23.17,19.1,No,11.64,143.92,Low_spent_Large_value_payments,321.67,1
35,Lawyer,56952.63,9,9,27,52,2637.08,37.52,10.6,Yes,323.27,203.04,High_spent_Medium_value_payments,225.59,1
35,Lawyer,56952.63,9,9,27,52,2637.08,24.9,10.7,Yes,323.27,154.28,High_spent_Medium_value_payments,274.36,1
36,Lawyer,56952.63,9,9,27,52,2637.08,34.25,10.9,Yes,323.27,177.49,High_spent_Medium_value_payments,251.14,1
36,Lawyer,56952.63,9,9,27,57,2637.08,30.4,10.1,Yes,323.27,101.85,High_spent_Medium_value_payments,326.78,1
36,Lawyer,56952.63,9,9,27,52,2637.08,27.84,10.11,Yes,323.27,172.64,High_spent_Medium_value_payments,255.99,1
36,Lawyer,56952.63,9,9,27,52,2637.08,29.26,11.0,Yes,323.27,134.38,High_spent_Small_value_payments,304.25,1
41,Engineer,52266.76,8,6,11,11,140.69,31.67,16.5,Yes,95.39,44.81,High_spent_Large_value_payments,531.46,1
42,Engineer,52266.76,8,6,11,11,140.69,26.67,16.8,Yes,95.39,128.09,High_spent_Medium_value_payments,458.18,2
27,Entrepreneur,38957.34,9,7,31,15,2274.1,28.23,16.4,Yes,52.08,166.55,High_spent_Small_value_payments,345.22,0
27,Entrepreneur,38957.34,9,7,31,15,2274.1,27.29,16.6,Yes,52.08,309.21,Low_spent_Small_value_payments,232.56,0
27,Entrepreneur,38957.34,9,7,31,15,2274.1,31.23,16.9,Yes,52.08,72.56,Low_spent_Large_value_payments,449.21,1
28,Entrepreneur,38957.34,9,7,31,15,2274.1,29.94,16.11,Yes,52.08,270.19,Low_spent_Large_value_payments,251.58,0
43,Writer,26848.21,4,7,9,12,1476.59,26.57,18.4,No,22.08,219.66,Low_spent_Small_value_payments,250.49,1
43,Writer,26848.21,4,7,9,12,1476.59,33.85,18.7,No,22.08,190.4,Low_spent_Medium_value_payments,269.76,2
43,Writer,26848.21,4,7,9,12,1476.59,36.72,18.9,No,22.08,39.82,High_spent_Large_value_payments,380.33,2
43,Writer,26848.21,4,7,9,17,1476.59,30.14,18.11,No,22.08,103.53,High_spent_Small_value_payments,336.62,2
17,Teacher,17291.27,10,9,20,26,4231.86,23.82,7.8,Yes,105.15,82.68,Low_spent_Medium_value_payments,214.87,1
17,Teacher,17291.27,10,9,20,26,4231.86,30.86,7.1,Yes,105.15,86.65,Low_spent_Small_value_payments,220.89,1
17,Teacher,17291.27,10,9,20,26,4231.86,29.73,7.11,Yes,105.15,139.44,Low_spent_Small_value_payments,168.1,0
17,Teacher,17291.27,10,9,20,26,4231.86,25.59,8.0,Yes,132.79,77.92,Low_spent_Small_value_payments,229.62,0
17,Teacher,17291.27,10,9,20,26,4231.86,37.09,8.2,Yes,132.79,51.34,Low_spent_Small_value_payments,256.2,0
17,Teacher,17291.27,10,9,20,26,4231.86,32.5,8.3,Yes,132.79,86.95,Low_spent_Small_value_payments,220.6,0
34,Journalist,10392.095,3,9,28,30,2684.33,27.53,15.3,Yes,17.65,16.4,High_spent_Large_value_payments,318.65,0
34,Journalist,10392.095,3,9,28,29,2684.33,35.55,15.7,Yes,17.65,40.35,Low_spent_Large_value_payments,324.7,0
37,Architect,19718.92,10,9,19,25,2057.56,26.4,16.4,Yes,64.07,160.47,Low_spent_Small_value_payments,233.09,1
37,Architect,19718.92,10,9,19,27,2057.56,28.64,16.5,Yes,64.07,107.67,Low_spent_Small_value_payments,285.89,0
37,Architect,19718.92,10,9,19,22,2057.56,37.32,16.6,Yes,229.57,55.25,High_spent_Medium_value_payments,298.3,0
37,Architect,19718.92,10,9,19,22,2057.56,36.33,16.7,Yes,229.57,34.28,High_spent_Large_value_payments,309.28,0
37,Architect,19718.92,10,9,19,22,2057.56,28.03,16.8,Yes,229.57,192.64,Low_spent_Small_value_payments,200.91,0
37,Architect,19718.92,10,9,19,22,2057.56,34.57,16.9,Yes,229.57,144.76,Low_spent_Large_value_payments,228.8,0
27,Writer,9547.825,7,7,28,33,2630.75,31.25,14.2,Yes,26.83,21.51,High_spent_Large_value_payments,275.63,0
27,Writer,9547.825,7,7,28,29,2630.75,29.02,14.3,Yes,26.83,38.92,Low_spent_Small_value_payments,308.22,1
27,Writer,9547.825,7,7,28,27,2630.75,38.52,14.5,Yes,26.83,76.75,Low_spent_Medium_value_payments,260.39,0
27,Writer,9547.825,7,7,28,29,2630.75,33.2,14.6,Yes,26.83,65.11,Low_spent_Medium_value_payments,272.03,0
28,Writer,9547.825,7,7,28,29,2630.75,33.45,14.7,Yes,26.83,63.38,Low_spent_Small_value_payments,283.76,0
28,Writer,9547.825,7,7,28,33,2630.75,36.71,14.8,Yes,26.83,45.75,Low_spent_Medium_value_payments,291.39,0
28,Writer,9547.825,7,7,28,29,2630.75,30.16,14.9,Yes,26.83,53.43,Low_spent_Small_value_payments,293.71,0
31,Lawyer,19334.83,8,6,31,19,3305.69,29.79,4.9,Yes,69.53,146.55,Low_spent_Large_value_payments,226.04,1
31,Lawyer,19334.83,8,6,31,19,3305.69,27.59,4.1,Yes,69.53,19.51,High_spent_Large_value_payments,323.08,1
31,Lawyer,19334.83,8,6,31,19,3305.69,26.47,5.0,Yes,69.53,21.73,High_spent_Medium_value_payments,330.86,1
31,Lawyer,19334.83,8,6,31,19,3305.69,27.37,5.1,Yes,69.53,74.57,Low_spent_Large_value_payments,298.02,1
31,Lawyer,19334.83,8,6,31,19,3305.69,27.6,5.2,Yes,69.53,51.93,High_spent_Medium_value_payments,300.66,1
45,Developer,122161.96,7,5,15,7,1316.32,28.56,14.8,Yes,278.85,400.7,Low_spent_Large_value_payments,605.76,1
34,Doctor,49056.09,7,8,19,32,1336.77,40.95,6.5,Yes,116.7,149.06,High_spent_Medium_value_payments,409.65,0
34,Doctor,49056.09,7,8,19,27,1336.77,31.43,6.6,Yes,116.7,263.91,Low_spent_Small_value_payments,334.79,0
34,Doctor,49056.09,7,8,19,27,1336.77,31.72,6.7,Yes,116.7,129.92,High_spent_Small_value_payments,438.79,1
34,Doctor,49056.09,7,8,19,27,1336.77,25.08,6.1,Yes,333.4,284.62,High_spent_Small_value_payments,284.09,1
34,Doctor,49056.09,7,8,19,27,1336.77,31.45,6.11,Yes,333.4,196.61,Low_spent_Medium_value_payments,392.1,1
43,Mechanic,16117.63,6,9,26,32,1488.01,23.44,16.11,Yes,23.32,61.19,Low_spent_Large_value_payments,317.71,0
44,Mechanic,16117.63,6,9,26,32,1488.01,23.4,17.3,Yes,23.32,73.26,Low_spent_Medium_value_payments,315.64,1
44,Mechanic,16117.63,6,9,26,27,1488.01,30.26,17.4,Yes,23.32,146.14,Low_spent_Small_value_payments,252.75,0
22,Media_Manager,101978.19,5,7,2,1,1361.83,34.48,29.11,No,210.15,347.99,Low_spent_Medium_value_payments,564.08,1
22,Media_Manager,101978.19,5,7,2,7,1361.83,40.85,30.2,No,210.15,202.61,High_spent_Large_value_payments,669.45,2
52,Lawyer,60180.09,7,7,17,28,1293.89,26.35,27.1,No,108.63,66.06,High_spent_Large_value_payments,587.11,1
52,Lawyer,60180.09,7,7,17,28,1293.89,35.15,27.3,No,108.63,44.61,High_spent_Large_value_payments,608.56,1
52,Lawyer,60180.09,7,7,17,28,1293.89,32.9,27.4,No,108.63,169.7,High_spent_Small_value_payments,503.47,1
53,Lawyer,60180.09,7,7,17,28,1293.89,37.73,27.8,No,108.63,382.87,Low_spent_Small_value_payments,320.29,1
35,Manager,11938.1,6,4,20,5,593.33,36.66,24.4,Yes,20.18,35.45,Low_spent_Large_value_payments,334.15,1
35,Manager,11938.1,6,4,20,5,593.33,37.57,24.6,Yes,20.18,55.82,High_spent_Small_value_payments,303.78,1
35,Manager,11938.1,6,4,20,5,593.33,31.38,24.7,Yes,20.18,69.41,Low_spent_Medium_value_payments,310.19,1
23,Teacher,109323.4,5,3,10,8,365.39,33.93,27.4,Yes,241.99,319.75,High_spent_Medium_value_payments,606.29,1
24,Teacher,109323.4,5,3,10,8,365.39,40.28,27.9,Yes,241.99,322.91,High_spent_Medium_value_payments,603.12,1
29,Musician,67188.58,5,7,9,9,1370.98,41.82,18.9,No,145.93,179.81,High_spent_Medium_value_payments,500.07,1
29,Musician,67188.58,5,7,9,12,1370.98,38.91,18.1,No,145.93,168.88,High_spent_Medium_value_payments,511.0,1
30,Musician,67188.58,5,7,9,9,1370.98,38.29,19.2,No,145.93,226.78,High_spent_Medium_value_payments,453.09,1
30,Musician,67188.58,5,7,9,9,1370.98,35.63,19.3,No,145.93,194.83,High_spent_Medium_value_payments,485.04,1
18,Musician,32989.45,5,3,2,11,40.48,24.93,16.0,No,80.96,126.96,Low_spent_Small_value_payments,345.79,1
18,Musician,32989.45,5,3,2,7,40.48,29.24,16.1,No,80.96,279.04,Low_spent_Small_value_payments,193.72,2
18,Musician,32989.45,5,3,2,7,40.48,31.2,16.2,No,80.96,28.61,High_spent_Large_value_payments,394.15,2
18,Musician,32989.45,5,3,2,7,40.48,29.56,16.4,No,80.96,170.66,Low_spent_Large_value_payments,282.1,2
19,Musician,32989.45,5,3,2,7,40.48,36.62,16.6,No,80.96,309.97,Low_spent_Small_value_payments,162.79,1
30,Entrepreneur,41296.81,3,6,11,24,761.2,25.56,19.5,No,33.75,398.47,Low_spent_Small_value_payments,225.82,0
30,Entrepreneur,41296.81,3,6,11,24,761.2,39.51,19.6,No,33.75,226.61,High_spent_Small_value_payments,367.68,0
28,Journalist,34176.53,6,4,8,17,952.29,26.67,24.4,No,15.14,168.39,High_spent_Small_value_payments,334.87,2
29,Journalist,34176.53,6,4,8,18,952.29,37.43,24.7,No,15.14,132.21,Low_spent_Large_value_payments,381.05,2
49,Mechanic,26326.96,4,5,13,24,640.91,26.59,15.3,No,57.7,64.53,Low_spent_Medium_value_payments,369.26,1
49,Mechanic,26326.96,4,5,13,22,640.91,35.83,15.4,No,57.7,72.41,High_spent_Medium_value_payments,331.38,1
50,Mechanic,26326.96,4,5,13,22,640.91,29.62,15.1,No,57.7,100.96,Low_spent_Small_value_payments,342.83,1
32,Accountant,58892.86,3,4,17,19,666.0,32.71,32.11,Yes,118.35,216.4,High_spent_Medium_value_payments,425.93,1
32,Accountant,58892.86,3,4,17,19,666.0,40.07,33.2,Yes,118.35,34.35,High_spent_Large_value_payments,597.98,1
34,Mechanic,61614.58,5,5,10,17,1047.98,38.28,19.7,Yes,85.89,165.3,High_spent_Small_value_payments,541.37,1
34,Mechanic,61614.58,5,5,10,15,1047.98,38.27,19.8,Yes,85.89,116.83,High_spent_Large_value_payments,569.84,1
34,Mechanic,61614.58,5,5,10,14,1047.98,36.9,20.0,Yes,85.89,233.45,Low_spent_Small_value_payments,503.22,1
35,Mechanic,61614.58,5,5,10,14,1047.98,34.27,20.2,Yes,85.89,185.9,High_spent_Medium_value_payments,510.77,2
40,Manager,7919.535,3,10,23,30,2498.07,28.08,15.9,Yes,30.36,17.03,High_spent_Small_value_payments,300.21,0
40,Manager,7919.535,3,10,23,25,2498.07,34.36,15.11,Yes,30.36,116.27,Low_spent_Small_value_payments,230.97,1
40,Manager,7919.535,3,10,23,25,2498.07,33.41,16.0,Yes,30.36,108.07,Low_spent_Small_value_payments,239.17,0
40,Manager,7919.535,3,10,23,29,2498.07,33.31,16.1,Yes,30.36,32.49,Low_spent_Medium_value_payments,304.75,0
40,Manager,7919.535,3,10,23,25,2498.07,34.05,16.2,Yes,30.36,80.21,Low_spent_Medium_value_payments,257.03,1
48,Mechanic,102085.2,8,3,1,19,263.7,33.14,26.9,No,164.96,326.96,High_spent_Small_value_payments,643.19,1
39,Developer,58380.6,7,5,27,58,1494.92,33.26,9.2,Yes,160.05,179.67,High_spent_Medium_value_payments,399.39,0
39,Developer,58380.6,7,5,27,58,1494.92,27.39,9.3,Yes,160.05,353.69,Low_spent_Medium_value_payments,255.36,0
39,Developer,58380.6,7,5,27,58,1494.92,35.05,9.7,Yes,160.05,100.84,High_spent_Large_value_payments,468.22,0
27,Musician,20707.77,8,5,34,5,1520.82,37.87,15.9,Yes,78.63,78.23,Low_spent_Small_value_payments,294.21,0
27,Musician,20707.77,8,5,34,5,1520.82,34.9,16.0,Yes,78.63,75.27,Low_spent_Medium_value_payments,287.17,0
27,Musician,20707.77,8,5,34,5,1520.82,38.26,16.1,Yes,78.63,168.0,Low_spent_Small_value_payments,204.44,0
27,Musician,20707.77,8,5,34,5,1520.82,27.74,16.4,Yes,78.63,70.43,Low_spent_Medium_value_payments,292.0,0
30,Architect,106879.71,1,4,11,2,1057.95,33.99,31.6,No,182.65,278.83,High_spent_Small_value_payments,666.17,1
31,Doctor,20501.72,7,9,16,48,2024.36,36.9,15.6,Yes,72.74,148.03,Low_spent_Small_value_payments,231.18,0
31,Doctor,20501.72,7,9,16,48,2024.36,29.89,15.8,Yes,72.74,74.24,Low_spent_Small_value_payments,304.97,0
31,Doctor,20501.72,7,9,16,49,2024.36,35.47,15.1,Yes,72.74,118.26,Low_spent_Large_value_payments,240.95,1
30,Entrepreneur,32488.7,7,7,25,52,2561.04,37.86,7.7,Yes,82.23,167.07,Low_spent_Large_value_payments,266.34,0
30,Entrepreneur,32488.7,7,7,25,52,2561.04,30.51,7.11,Yes,82.23,140.45,Low_spent_Small_value_payments,312.95,0
30,Entrepreneur,32488.7,7,7,25,52,2561.04,36.17,8.0,Yes,82.23,60.49,High_spent_Medium_value_payments,352.92,1
18,Architect,14733.99,10,8,28,18,2500.42,28.96,17.7,Yes,52.13,110.7,Low_spent_Small_value_payments,273.45,0
18,Architect,14733.99,10,8,28,15,2500.42,35.88,17.8,Yes,52.13,128.33,Low_spent_Large_value_payments,235.82,0
18,Architect,14733.99,10,8,28,17,2500.42,25.86,17.9,Yes,52.13,90.25,Low_spent_Small_value_payments,293.9,0
18,Architect,14733.99,10,8,28,17,2500.42,34.37,17.1,Yes,52.13,147.99,Low_spent_Small_value_payments,236.16,0
19,Architect,14733.99,10,8,28,17,2500.42,32.61,18.1,Yes,52.13,58.79,High_spent_Small_value_payments,295.36,0
34,Developer,22311.99,4,5,4,13,104.09,29.25,28.11,No,38.24,153.01,Low_spent_Medium_value_payments,246.49,2
34,Developer,22311.99,4,5,4,13,104.09,28.58,29.2,No,38.24,82.14,Low_spent_Small_value_payments,327.35,2
34,Developer,22311.99,4,5,4,13,104.09,25.62,29.4,No,38.24,49.5,Low_spent_Medium_value_payments,350.0,2
42,Engineer,20204.27,4,5,19,18,335.04,34.39,19.9,Yes,27.58,19.68,High_spent_Large_value_payments,377.51,1
42,Engineer,20204.27,4,5,19,18,335.04,27.24,20.0,Yes,27.58,43.89,High_spent_Medium_value_payments,363.3,1
42,Engineer,20204.27,4,5,19,18,335.04,37.69,20.2,Yes,27.58,139.62,Low_spent_Small_value_payments,307.57,0
24,Engineer,74576.76,9,8,31,19,1961.29,39.53,7.4,Yes,155.62,406.97,Low_spent_Large_value_payments,327.07,1
24,Engineer,74576.76,9,8,31,23,1961.29,33.74,7.6,Yes,155.62,158.43,High_spent_Large_value_payments,545.62,0
24,Engineer,74576.76,9,8,31,23,1961.29,39.1,7.8,Yes,155.62,115.61,High_spent_Small_value_payments,608.44,0
45,Mechanic,23882.98,4,3,11,5,315.1,27.48,15.11,No,16.01,174.47,Low_spent_Large_value_payments,306.65,1
45,Mechanic,23882.98,4,3,11,6,315.1,37.51,16.1,No,16.01,198.69,Low_spent_Small_value_payments,302.42,1
35,Media_Manager,8858.405,6,8,26,23,2431.08,36.47,14.0,Yes,8.56,44.2,Low_spent_Medium_value_payments,329.46,0
35,Media_Manager,8858.405,6,8,26,27,2431.08,23.53,14.1,Yes,8.56,116.56,Low_spent_Small_value_payments,267.1,1
35,Media_Manager,8858.405,6,8,26,27,2431.08,32.74,14.2,Yes,8.56,47.37,High_spent_Small_value_payments,306.29,1
35,Media_Manager,8858.405,6,8,26,23,2431.08,29.51,14.3,Yes,8.56,73.28,Low_spent_Large_value_payments,290.37,1
35,Media_Manager,8858.405,6,8,26,27,2431.08,30.15,14.4,Yes,8.56,50.54,Low_spent_Large_value_payments,313.12,1
35,Media_Manager,8858.405,6,8,26,27,2431.08,24.47,14.6,Yes,8.56,51.97,High_spent_Small_value_payments,301.69,1
20,Journalist,34500.97,5,1,3,3,1334.54,27.51,20.2,No,71.81,165.63,High_spent_Small_value_payments,327.17,2
20,Journalist,34500.97,5,1,3,3,1334.54,36.14,20.5,No,71.81,210.25,Low_spent_Small_value_payments,312.55,2
20,Journalist,34500.97,5,1,3,3,1334.54,37.75,20.6,No,71.81,246.91,Low_spent_Small_value_payments,275.89,2
20,Journalist,34500.97,5,1,3,3,1334.54,32.74,20.9,No,71.81,113.58,High_spent_Medium_value_payments,369.22,2
43,Doctor,7136.905,7,8,34,50,1920.67,30.6,9.7,Yes,16.5,30.98,High_spent_Small_value_payments,296.79,1
43,Doctor,7136.905,7,8,34,50,1920.67,25.78,9.8,Yes,16.5,93.07,Low_spent_Small_value_payments,264.71,1
43,Doctor,7136.905,7,8,34,50,1920.67,24.3,9.11,Yes,16.5,92.31,Low_spent_Small_value_payments,265.46,0
35,Doctor,14185.66,1,7,2,14,225.57,24.61,29.11,No,42.53,81.91,Low_spent_Small_value_payments,287.17,1
35,Doctor,14185.66,1,7,2,10,225.57,22.84,30.1,No,42.53,139.72,Low_spent_Small_value_payments,229.36,1
35,Doctor,14185.66,1,7,2,10,225.57,40.36,30.2,No,42.53,72.68,Low_spent_Medium_value_payments,286.41,2
35,Doctor,14185.66,1,7,2,10,225.57,39.22,30.3,No,42.53,75.77,Low_spent_Small_value_payments,293.32,2
52,Doctor,107438.88,6,4,6,28,1342.37,40.01,33.2,No,169.86,374.67,High_spent_Small_value_payments,638.79,1
25,Doctor,14154.255,5,7,14,23,700.09,27.87,29.1,Yes,31.2,83.7,Low_spent_Small_value_payments,321.85,1
25,Doctor,14154.255,5,7,14,28,700.09,28.75,30.3,Yes,31.2,156.52,Low_spent_Small_value_payments,249.04,1
25,Doctor,14154.255,5,7,14,23,700.09,33.36,30.4,Yes,31.2,83.19,High_spent_Small_value_payments,292.37,1
20,Architect,60829.8,4,5,2,12,445.39,36.77,32.1,No,106.32,131.21,High_spent_Medium_value_payments,533.18,2
20,Architect,60829.8,4,5,2,7,445.39,28.42,32.5,No,106.32,348.57,High_spent_Small_value_payments,325.82,1
47,Entrepreneur,56615.1,5,6,1,11,1170.66,40.75,19.1,No,45.62,168.75,High_spent_Medium_value_payments,526.52,1
47,Entrepreneur,56615.1,5,6,1,6,1170.66,40.61,19.11,No,45.62,241.28,Low_spent_Small_value_payments,493.99,1
47,Entrepreneur,56615.1,5,6,1,6,1170.66,26.07,20.0,No,45.62,327.92,Low_spent_Small_value_payments,407.36,1
47,Entrepreneur,56615.1,5,6,1,3,1170.66,37.7,20.1,No,45.62,58.89,High_spent_Medium_value_payments,636.38,1
51,Teacher,11513.045,6,6,13,23,1418.26,32.1,31.11,Yes,32.19,18.49,High_spent_Medium_value_payments,285.76,1
51,Teacher,11513.045,6,6,13,24,1418.26,35.43,32.0,Yes,32.19,68.93,Low_spent_Small_value_payments,275.32,1
51,Teacher,11513.045,6,6,13,20,1418.26,25.53,32.1,Yes,32.19,54.88,Low_spent_Small_value_payments,289.37,1
51,Teacher,11513.045,6,6,13,23,1418.26,24.8,32.2,Yes,32.19,46.81,Low_spent_Small_value_payments,297.44,1
51,Teacher,11513.045,6,6,13,23,1418.26,28.67,32.3,Yes,32.19,53.56,Low_spent_Large_value_payments,270.69,1
51,Teacher,11513.045,6,6,13,23,1418.26,28.81,32.4,Yes,32.19,87.3,Low_spent_Small_value_payments,256.95,1
51,Teacher,11513.045,6,6,13,23,1418.26,26.65,32.6,Yes,32.19,68.25,Low_spent_Small_value_payments,276.0,1
15,Writer,101853.6,4,6,16,31,905.08,34.77,16.1,Yes,203.81,285.88,High_spent_Small_value_payments,591.09,1
38,Accountant,40925.46,5,5,31,30,1490.42,30.78,16.1,Yes,64.0,109.74,High_spent_Medium_value_payments,391.51,0
38,Accountant,40925.46,5,5,31,30,1490.42,28.38,16.3,Yes,64.0,65.43,High_spent_Large_value_payments,425.82,1
38,Accountant,40925.46,5,5,31,31,1490.42,38.19,16.4,Yes,64.0,33.88,High_spent_Large_value_payments,457.37,1
39,Accountant,40925.46,5,5,31,30,1490.42,37.07,16.5,Yes,64.0,125.69,High_spent_Medium_value_payments,375.56,0
20,Mechanic,38840.78,4,7,21,12,1442.28,33.75,5.4,Yes,42.33,115.9,High_spent_Medium_value_payments,434.95,0
21,Mechanic,38840.78,4,7,21,17,1442.28,40.52,5.6,Yes,42.33,30.28,High_spent_Large_value_payments,510.57,1
21,Mechanic,38840.78,4,7,21,12,1442.28,35.09,5.7,Yes,42.33,70.95,High_spent_Medium_value_payments,479.9,1
21,Mechanic,38840.78,4,7,21,17,1442.28,24.58,5.9,Yes,42.33,122.91,High_spent_Small_value_payments,437.94,1
21,Mechanic,38840.78,4,7,21,12,1442.28,35.07,5.1,Yes,42.33,83.92,High_spent_Medium_value_payments,466.93,1
29,Mechanic,20511.16,7,8,34,38,2438.68,32.33,17.1,Yes,106.95,122.66,Low_spent_Large_value_payments,232.62,1
29,Mechanic,20511.16,7,8,34,40,2438.68,30.01,17.11,Yes,106.95,249.27,Low_spent_Small_value_payments,126.01,0
29,Mechanic,20511.16,7,8,34,38,2438.68,36.04,18.0,Yes,106.95,28.08,High_spent_Medium_value_payments,307.19,0
30,Mechanic,20511.16,7,8,34,38,2438.68,30.93,18.4,Yes,106.95,101.54,Low_spent_Large_value_payments,253.74,1
20,Doctor,44103.18,3,7,13,8,2576.96,23.68,13.5,Yes,107.46,34.9,High_spent_Large_value_payments,439.26,1
20,Doctor,44103.18,3,7,13,11,2576.96,34.94,13.6,Yes,107.46,68.85,High_spent_Large_value_payments,405.31,1
20,Doctor,44103.18,3,7,13,8,2576.96,35.18,13.7,Yes,107.46,133.19,Low_spent_Large_value_payments,370.97,1
21,Doctor,44103.18,3,7,13,8,2576.96,37.87,13.9,Yes,107.46,50.39,High_spent_Large_value_payments,423.77,1
21,Doctor,44103.18,3,7,13,5,2576.96,23.84,13.11,Yes,107.46,357.01,Low_spent_Small_value_payments,167.15,0
18,Media_Manager,40846.36,3,2,7,3,1262.52,36.25,19.2,No,28.16,123.97,High_spent_Medium_value_payments,459.35,2
16,Engineer,39277.22,7,7,27,41,2801.32,37.47,4.11,Yes,88.28,105.21,High_spent_Medium_value_payments,368.22,0
17,Engineer,39277.22,7,7,27,41,2801.32,32.18,5.0,Yes,88.28,369.16,Low_spent_Small_value_payments,144.26,0
17,Engineer,39277.22,7,7,27,39,2801.32,27.11,5.1,Yes,88.28,365.13,Low_spent_Small_value_payments,148.3,0
17,Engineer,39277.22,7,7,27,41,2801.32,31.45,5.2,Yes,88.28,176.58,Low_spent_Small_value_payments,336.85,0
17,Engineer,39277.22,7,7,27,41,2801.32,25.13,5.4,Yes,88.28,86.56,High_spent_Medium_value_payments,386.87,0
44,Architect,28824.3,10,10,20,17,2421.89,23.55,8.7,Yes,181.26,125.4,High_spent_Small_value_payments,220.64,0
45,Architect,28824.3,10,10,20,17,2421.89,26.16,9.0,Yes,181.26,30.9,High_spent_Medium_value_payments,305.14,1
38,Lawyer,56545.44,8,8,27,41,2493.18,26.37,13.1,Yes,184.68,92.95,High_spent_Large_value_payments,424.29,1
38,Lawyer,56545.44,8,8,27,41,2493.18,30.67,13.3,Yes,184.68,64.02,High_spent_Large_value_payments,453.22,0
39,Teacher,33960.07,1,5,11,6,482.5,33.25,25.6,No,23.17,137.48,Low_spent_Small_value_payments,437.35,1
39,Teacher,33960.07,1,5,11,5,482.5,38.19,25.7,No,23.17,171.42,High_spent_Small_value_payments,373.41,1
39,Teacher,33960.07,1,5,11,5,482.5,24.59,25.8,No,23.17,237.92,Low_spent_Small_value_payments,336.91,2
39,Teacher,33960.07,1,5,11,5,482.5,26.26,25.1,No,23.17,128.34,Low_spent_Large_value_payments,426.49,2
39,Teacher,33960.07,1,5,11,5,482.5,26.42,25.11,No,23.17,55.41,High_spent_Large_value_payments,469.42,2
39,Teacher,33960.07,1,5,11,5,482.5,35.96,26.0,No,23.17,318.56,Low_spent_Small_value_payments,256.26,2
22,Scientist,25208.64,3,5,19,9,173.09,30.28,29.7,No,70.08,153.54,Low_spent_Large_value_payments,281.65,1
22,Scientist,25208.64,3,5,19,9,173.09,34.69,29.8,No,70.08,67.47,High_spent_Medium_value_payments,347.72,1
22,Scientist,25208.64,3,5,19,13,173.09,32.47,29.9,No,70.08,60.77,Low_spent_Large_value_payments,374.43,1
